100,179,439023483
101,138,439554934
102,197,316015849
103,166,61120081
104,109,743273567
105,169,525478817
106,173,618260307
107,160,316769177
108,126,1416524797
109,50,679783261
110,34,1594480001
111,48,62024035
112,199,451524934
113,62,452284244
114,112,553296981
115,80,307269752
116,106,439023491
117,145,043965548X
118,21,618346252
119,165,439023513
120,23,439358078
121,96,316166685
122,64,439064864
123,99,439139600
124,142,545010225
125,186,307277674
126,175,439785960
127,89,140283331
128,151,743477111
129,18,297859382
130,83,399155341
131,110,142000671
132,134,739326228
133,89,1612130291
134,187,61122416
135,122,385732554
136,178,60764899
137,7,965818675
138,97,553588486
139,188,143038419
140,29,786838655
141,194,451529308
142,81,142437204
143,85,553816713
144,71,770430074
145,145,1565125606
146,22,375831002
147,189,307347974
148,65,316160199
149,76,60513039
150,113,1416914285
151,43,316160202
152,12,375826696
153,1,345391802
154,24,60929871
155,55,031606792X
156,147,142001740
157,154,142437174
158,197,64410935
159,117,1400032717
160,97,1594633665
161,138,679879242
162,194,393978893
163,81,743454537
164,12,385333846
165,151,446675539
166,112,1594489505
167,63,671027344
168,199,7442912
169,107,812550706
170,126,141439475
171,83,450040186
172,21,316068047
173,5,142402516
174,72,014028009X
175,27,141439661
176,35,439244196
177,94,307275558
178,97,143039954
179,12,156012197
180,55,074324754X
181,18,385486804
182,25,141439602
183,179,030734813X
184,27,60256656
185,192,385338600
186,1,374500010
187,101,014241493X
188,142,345418263
189,162,014038572X
190,48,385737947
191,8,61234001
192,1,517189607
193,181,60531045
194,185,375751513
195,170,345803507
196,111,393970124
197,118,307269981
198,133,1612130585
199,12,60786507
200,93,349113912
201,67,99408392
202,38,140449264
203,142,307265439
204,187,7524277
205,20,
206,145,446693804
207,161,440241413
208,186,451525264
209,43,553381695
210,7,143037145
211,127,670026603
212,131,684833395
213,145,751529818
214,19,312422156
215,58,143039563
216,128,440498058
217,99,143038095
218,58,038549081X
219,100,385729332
220,63,
221,25,60987103
222,136,582418275
223,137,316098337
224,196,521618746
225,67,340839937
226,84,316346624
227,63,1451648537
228,152,451163966
229,126,684830493
230,77,142000663
231,154,1401308589
232,93,451528824
233,18,1416914307
234,3,055357342X
235,104,006075995X
236,158,440242940
237,7,142437263
238,165,1594744769
239,71,030726999X
240,197,804139024
241,131,451207149
242,51,1476746583
243,199,1400064163
244,134,671027387
245,62,316055433
246,75,1595141715
247,154,452287022
248,140,525421033
249,76,312353766
250,174,786856866
251,103,446528056
252,124,1416914293
253,13,743477103
254,4,618346260
255,71,031232118X
256,8,394800168
257,12,142403881
258,107,1423101464
259,48,192833596
260,26,345339738
261,184,
262,126,142311339X
263,87,1250012570
264,70,055358202X
265,11,525423648
266,112,747263744
267,193,385199570
268,60,446547565
269,180,552151696
270,11,141439580
271,14,345803922
272,102,393312836
273,122,964729237
274,189,739380338
275,171,451169514
276,60,143058142
277,45,61148512
278,177,7205236
279,185,553208845
280,188,679745580
281,32,316042676
282,75,1416975861
283,89,141301066
284,95,385534639
285,43,743227441
286,134,689865384
287,87,
288,181,618640150
289,17,307592731
290,86,930289234
291,36,075640407X
292,44,316017922
293,129,142437247
294,16,385340990
295,65,393327345
296,191,441008534
297,141,671727796
298,34,739461192
299,118,312330871
300,128,385504225
301,160,1416989412
302,49,
303,66,1561797464
304,152,345476875
305,140,62059939
306,22,312362080
307,135,1400052173
308,182,99446782
309,163,159514174X
310,164,316010669
311,147,038572179X
312,144,553213695
313,159,141382899
314,56,030788743X
315,45,1554681723
316,98,739303406
317,131,425263908
318,73,66238501
319,74,316043133
320,176,1558743669
321,124,752864327
322,172,786817879
323,108,385738935
324,171,142000655
325,193,307341569
326,17,385339089
327,175,312291639
328,149,451527747
329,18,192802631
330,180,312370830
331,100,452284694
332,152,140003468X
333,77,014131088X
334,122,399159347
335,179,385494785
336,164,1416524304
337,63,031242227X
338,30,307346609
339,97,385537859
340,88,440227534
341,41,446692638
342,175,450417395
343,187,307341542
344,4,439366771
345,84,312360266
346,84,743269519
347,58,743477545
348,54,618711651
349,121,375869026
350,83,039480001X
351,185,312641893
352,170,316206849
353,126,545123267
354,31,452011876
355,170,143038257
356,169,517223627
357,121,143034901
358,58,385738757
359,28,
360,148,767900383
361,144,399167064
362,29,590920685
363,139,743297334
364,75,61120073
365,94,446677388
366,72,312577222
367,24,1400078776
368,26,786890754
369,166,1844080382
370,19,156030306
371,198,552995878
372,157,812968069
373,78,451205766
374,45,525476881
375,53,553803719
376,149,62255657
377,68,60513063
378,27,751565350
379,90,61726834
380,80,385339704
381,140,61139378
382,130,60853980
383,158,140042598
384,145,1476729085
385,40,446579939
386,86,451191153
387,82,425172902
388,55,038039586X
389,153,307886263
390,98,375414495
391,126,006112527X
392,182,753453800
393,58,1423140591
394,51,1451627289
395,63,241003008
396,52,140285601
397,148,451528557
398,200,849946158
399,122,385751060
400,159,1892295490
401,145,044654759X
402,109,1582701709
403,92,60987561
404,112,1416524347
405,45,671021001
406,94,756404738
407,45,440241901
408,178,1442403543
409,161,743418174
410,6,380018179
411,172,60530928
412,53,1451681739
413,91,439709105
414,42,91883768
415,113,307279464
416,11,553279378
417,105,61950726
418,108,1442416866
419,158,316204277
420,37,375806814
421,18,60557818
422,172,571224385
423,115,
424,120,552135399
425,40,316182540
426,23,039925675X
427,165,743496728
428,111,1401323251
429,48,812511816
430,125,61150142
431,16,60764902
432,118,595440096
433,56,425263916
434,191,375814248
435,49,446696617
436,193,345453743
437,71,340896965
438,17,60775858
439,28,61969559
440,166,140275363
441,145,316228532
442,69,385339690
443,115,316777730
444,139,375840400
445,99,140621679
446,5,000720230X
447,80,
448,30,450031063
449,177,679785892
450,31,1416975888
451,98,62268341
452,99,743477553
453,101,1400033411
454,161,015206396X
455,176,439206472
456,134,449213943
457,154,679805273
458,181,159463176X
459,103,345404475
460,54,141439742
461,119,60652896
462,155,525423273
463,179,7173040
464,131,1401207928
465,173,743223136
466,12,553384287
467,8,679879250
468,10,439488400
469,131,1423113381
470,51,441788386
471,19,965904830
472,42,141311371
473,10,076790818X
474,133,439227143
475,91,385738773
476,88,61142026
477,157,618485228
478,46,670022411
479,39,375704027
480,129,446672211
481,104,525421580
482,140,307276902
483,80,1595141758
484,138,307352145
485,90,440439884
486,133,142437336
487,138,689840926
488,58,076531178X
489,102,451528956
490,120,679889108
491,155,810993139
492,126,1599906953
493,133,1595141979
494,129,684803356
495,60,345505336
496,19,140120831
497,25,60838582
498,186,747599874
499,1,441569595
500,141,99910101
501,75,553212281
502,4,1590302257
503,191,385344228
504,12,385334206
505,194,874774241
506,126,60838728
507,140,739467352
508,81,375508414
509,190,385474547
510,146,385338694
511,89,1881273156
512,73,
513,118,1416589643
514,81,031253275X
515,94,590032496
516,200,743298020
517,56,1595142509
518,163,1595141987
519,188,446676071
520,170,345521307
521,186,545044251
522,71,62059963
523,10,156001314
524,85,1416914633
525,48,802130208
526,176,158049580X
527,10,1423140605
528,27,60855924
529,96,1400079276
530,191,525945563
531,11,553803700
532,73,451216954
533,200,1416989439
534,145,61726818
535,146,679457313
536,105,670024783
537,77,141043768
538,195,553380168
539,92,525951652
540,55,1439148503
541,180,553380958
542,128,670061050
543,156,525467564
544,83,62060554
545,15,1420925539
546,125,375826726
547,89,310276993
548,74,312360282
549,28,451457811
550,158,1593082649
551,139,399162410
552,118,802142842
553,148,60245867
554,60,312323867
555,166,822210894
556,46,751537284
557,5,385353308
558,155,1476738017
559,3,1406321346
560,70,1416500189
561,80,140135154
562,38,385335970
563,152,
564,200,743495667
565,70,345368584
566,197,1594489580
567,98,61120065
568,154,439321603
569,11,316322407
570,103,141439807
571,87,080701429X
572,27,670038601
573,60,618680004
574,79,525422943
575,109,345915593
576,56,515141429
577,169,375757325
578,196,937832383
579,138,440238153
580,50,765346524
581,76,1439153663
582,198,316769029
583,184,385720920
584,53,374528373
585,4,375822747
586,185,60541814
587,173,451933028
588,3,000100039X
589,133,394541553
590,80,312379838
591,127,812550757
592,96,684823780
593,47,1400031702
594,143,375725784
595,159,553381679
596,169,439228905
597,53,192833987
598,169,679735771
599,130,613371658
600,159,1400034779
601,162,1582406723
602,188,451457994
603,117,1590525132
604,179,842342702
605,41,62059998
606,184,545265355
607,184,805063897
608,195,593053893
609,9,812517725
610,113,743477154
611,86,385074077
612,100,553256696
613,133,192835084
614,111,553381547
615,108,312282990
616,38,802798233
617,162,805072454
618,101,689865392
619,195,965341984
620,88,739465511
621,92,375507256
622,119,767902890
623,84,1844137872
624,172,006197806X
625,5,307277887
626,89,1841493007
627,154,765305119
628,40,141439491
629,4,743482751
630,162,393320979
631,142,1401207529
632,192,62409859
633,137,316143472
634,113,316134023
635,34,1409151174
636,178,1400069289
637,9,679751521
638,53,1301949825
639,17,142437018
640,50,142406252
641,37,439861365
642,30,1595143068
643,135,64400026
644,122,380002558
645,151,60589469
646,114,375759239
647,97,60887303
648,188,670241334
649,156,1594200823
650,199,316176486
651,65,446696129
652,75,045057458X
653,117,385335997
654,98,393315053
655,16,307348245
656,174,747560595
657,62,441012183
658,75,141439599
659,140,192840398
660,159,394820371
661,198,765326353
662,190,1841493015
663,155,078685197X
664,154,765316889
665,82,
666,183,034552554X
667,185,156389341X
668,7,446617792
669,143,1573225517
670,183,446696110
671,130,385721676
672,176,60574216
673,119,60899220
674,7,99244721
675,183,486266893
676,93,374480095
677,86,2253147699
678,99,1713221
679,158,071483355X
680,120,312642962
681,107,751532711
682,11,1442426640
683,62,670020559
684,14,1421501686
685,159,689875347
686,6,60529709
687,189,752863886
688,40,425266745
689,42,140439447
690,186,316013684
691,156,679760806
692,27,553383043
693,15,763616052
694,34,743253973
695,135,385339607
696,79,142437239
697,85,6480098
698,182,345418921
699,55,385739141
700,183,723247706
701,168,64405044
702,21,765316897
703,13,679746048
704,153,61173398
705,94,743278909
706,17,1481426303
707,8,920668372
708,40,1416524517
709,181,067002581X
710,14,618391118
711,175,451210859
712,1,330449605
713,2,99428644
714,193,142501557
715,61,743275012
716,37,385523386
717,103,451528018
718,109,374275637
719,57,345350499
720,25,689841582
721,149,446612707
722,100,1476754454
723,164,441014941
724,126,375706771
725,120,395389496
726,24,140544518
727,163,425134350
728,1,61124265
729,96,385349947
730,179,441013333
731,67,62085484
732,143,441783589
733,57,385342063
734,29,1857993284
735,125,316134112
736,108,553278223
737,166,307592839
738,113,753454947
739,137,61015725
740,100,7202326
741,90,525950079
742,60,312360304
743,1,
744,129,60874163
745,112,140424385
746,156,312348649
747,72,375856110
748,88,307593312
749,153,1840224029
750,90,60809248
751,127,441014917
752,125,156007754
753,187,374158460
754,89,142421715
755,160,1423100034
756,9,1416562591
757,188,1841156736
758,13,1921351438
759,4,60541830
760,167,689711735
761,26,618101365
762,163,60838655
763,106,679745653
764,25,345504968
765,10,60515198
766,126,670011940
767,72,159420571X
768,19,553383809
769,123,451155750
770,58,646418432
771,107,425200450
772,25,307271080
773,44,446611085
774,144,451167805
775,86,425263924
776,77,307266303
777,53,1616203218
778,105,590133373
779,129,1585424331
780,117,60885378
781,93,765356155
782,73,446696137
783,47,1423146727
784,133,61448761
785,98,446615862
786,159,743226720
787,119,330419129
788,50,61928127
789,15,307237699
790,76,743455967
791,188,312364083
792,96,345418972
793,111,312348673
794,94,316206873
795,189,345476883
796,56,62049801
797,96,374533571
798,168,076072850X
799,19,743272498
800,104,151009988
801,179,1843913720
802,89,067102423X
803,177,786226749
804,142,451190750
805,182,014044906X
806,114,60739495
807,133,60589280
808,42,316767727
809,19,031610969X
810,70,1416912045
811,21,385335989
812,197,399256768
813,54,074348276X
814,45,435233076
815,57,446579920
816,129,545422906
817,108,
818,179,452287588
819,97,1591164419
820,192,1451666179
821,26,812513738
822,89,192076920X
823,168,441015891
824,150,670032565
825,132,451188454
826,73,375408266
827,199,805047905
828,46,553283685
829,141,142000698
830,126,61007226
831,15,031612558X
832,71,067976402X
833,115,440174643
834,192,930289455
835,134,679732764
836,13,374105235
837,102,689862202
838,64,751514624
839,174,60529962
840,171,143035479
841,56,
842,27,380813815
843,140,1577314808
844,124,399159010
845,100,553804677
846,153,64471837
847,95,441017150
848,199,1439102767
849,23,1620610078
850,20,345418905
851,50,1619630621
852,40,1932664084
853,28,1416586288
854,31,61020680
855,179,373210086
856,190,067168390X
857,70,393324826
858,140,1595143173
859,56,765342405
860,50,385342020
861,177,340606517
862,197,452287065
863,105,1416563687
864,72,345350685
865,163,1563892278
866,112,345465083
867,4,038073186X
868,186,553328255
869,136,198320272
870,68,307408841
871,110,140449140
872,96,074347757X
873,81,312642970
874,143,006621131X
875,152,714836257
876,129,767905180
877,14,451527887
878,144,140003065X
879,7,836220889
880,97,689865406
881,116,543898083
882,152,031237982X
883,58,1401303277
884,109,425144372
885,75,60513098
886,166,61992704
887,135,2020336464
888,188,553803727
889,105,1878424505
890,150,743296435
891,108,394709306
892,12,744583276
893,137,1476727651
894,191,140285679
895,24,
896,126,1434768511
897,56,7173687
898,114,
899,28,553213873
900,27,052595127X
901,32,446563080
902,37,1591826039
903,194,743482832
904,13,1905654944
905,92,340829788
906,93,385351399
907,90,439813786
908,173,60776099
909,106,1591169151
910,56,778316556
911,144,
912,46,1250049377
913,177,1905654588
914,120,375706674
915,181,7230206
916,113,006441034X
917,86,2226131906
918,184,691096120
919,131,571225381
920,46,446547654
921,70,224094157
922,171,312938993
923,118,1580495931
924,134,1400067111
925,140,143039091
926,193,
927,55,037571457X
